"","EducHL","SA0100","Asset","Income","StD of Wages","LogNormal Mean","LogNormal StD","Country Wage Mean"
"1",0,"IE",230385.212554237,0.762925183026031,0.601118731146323,-0.512057402422293,0.694927469012999,51620.48063167
"2",0,"PL",90753.7349203429,0.860736959833793,0.705872342696395,-0.407134943330634,0.717173084660069,16681.5052860133
"3",1,"IE",283686.320290375,1.46079714140979,1.17534011307983,0.129394621469768,0.706523393130956,51620.48063167
"4",1,"PL",115148.820943473,1.43339959205566,1.14452520525509,0.113447488365522,0.702284090113147,16681.5052860133
"5",2,"PL",489599.12039,0.614837973201348,NA,NA,NA,16681.5052860133
